time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,heading
12988845.0,-0.01,0.1,-0.97,0.06,0.73,0.3,85.37,137.88,-28.36,0.0203,0.524,0.8504,0.0429,31.76
12988856.0,-0.05,0.1,-1.0,0.18,0.67,0.24,84.17,137.73,-27.46,0.0202,0.524,0.8504,0.0429,31.43
12988868.0,-0.07,0.1,-0.99,0.24,0.73,0.18,86.42,137.43,-28.06,0.0202,0.524,0.8504,0.0429,32.16
12988879.0,-0.07,0.1,-1.02,0.24,1.22,0.3,87.32,137.28,-28.81,0.0202,0.5241,0.8504,0.043,32.46
12988891.0,-0.05,0.1,-1.02,0.12,1.59,0.43,85.07,138.48,-27.31,0.0202,0.5241,0.8504,0.043,31.56
12988902.0,-0.01,0.09,-1.01,0.18,2.01,0.43,85.52,137.73,-27.76,0.0202,0.5241,0.8503,0.043,31.84
12988913.0,0.01,0.09,-0.99,0.12,2.07,0.37,86.27,137.28,-27.46,0.0202,0.5241,0.8503,0.0429,32.15
12988925.0,0.03,0.09,-0.96,0.06,1.71,0.55,84.47,138.33,-29.26,0.0202,0.5241,0.8503,0.0429,31.41
12988936.0,0.01,0.11,-0.98,0.06,1.34,0.37,85.97,136.23,-29.26,0.0202,0.5242,0.8503,0.0429,32.25
12988948.0,-0.01,0.11,-0.99,0.06,0.85,0.3,85.22,136.23,-27.46,0.0202,0.5242,0.8503,0.0429,32.03
12988959.0,-0.05,0.1,-0.99,0.12,0.67,0.24,87.62,137.88,-28.06,0.0202,0.5242,0.8503,0.0429,32.43
12988971.0,-0.07,0.1,-1.01,0.24,0.67,0.24,85.82,136.83,-29.11,0.0202,0.5242,0.8503,0.0429,32.1
12988982.0,-0.05,0.1,-1.02,0.24,0.91,0.37,86.27,136.23,-29.26,0.0202,0.5242,0.8502,0.0429,32.34
12988994.0,-0.06,0.09,-1.02,0.12,1.52,0.24,86.72,134.73,-28.51,0.0202,0.5243,0.8502,0.0429,32.77
12989005.0,-0.01,0.09,-1.02,0.18,1.89,0.43,86.42,136.08,-29.11,0.0202,0.5243,0.8502,0.0429,32.42
12989016.0,0.02,0.09,-1.0,0.12,2.01,0.43,85.97,135.48,-29.26,0.0202,0.5243,0.8502,0.0428,32.4
12989028.0,0.02,0.09,-0.98,0.0,1.89,0.37,87.77,135.93,-28.51,0.0202,0.5243,0.8502,0.0428,32.85
12989039.0,0.01,0.11,-0.97,0.12,1.4,0.43,87.32,135.93,-28.51,0.0202,0.5243,0.8502,0.0428,32.72
12989051.0,-0.01,0.11,-0.97,0.0,0.91,0.37,84.47,135.93,-28.21,0.0203,0.5244,0.8502,0.0428,31.86
12989062.0,-0.03,0.11,-0.99,0.18,0.67,0.3,85.22,136.98,-27.76,0.0202,0.5244,0.8502,0.0428,31.89
12989073.0,-0.07,0.1,-1.01,0.24,0.67,0.3,85.37,136.38,-30.16,0.0202,0.5244,0.8501,0.0428,32.05
12989085.0,-0.07,0.09,-1.0,0.24,1.04,0.37,86.27,136.53,-28.51,0.0202,0.5244,0.8501,0.0428,32.29
12989096.0,-0.05,0.09,-1.02,0.24,1.46,0.37,85.52,136.98,-27.76,0.0202,0.5245,0.8501,0.0428,31.98
12989108.0,-0.02,0.09,-1.02,0.18,1.77,0.37,86.87,136.83,-28.66,0.0202,0.5245,0.8501,0.0428,32.41
12989119.0,-0.0,0.1,-0.99,0.0,2.07,0.37,86.12,137.43,-28.06,0.0202,0.5245,0.8501,0.0428,32.07
12989131.0,0.02,0.1,-0.97,0.06,1.83,0.37,86.72,136.53,-28.21,0.0203,0.5245,0.8501,0.0428,32.42
12989142.0,0.03,0.1,-0.97,0.12,1.4,0.3,84.92,138.03,-28.21,0.0203,0.5245,0.8501,0.0428,31.6
12989154.0,-0.0,0.11,-0.99,0.06,0.98,0.24,86.72,136.53,-29.26,0.0203,0.5245,0.8501,0.0428,32.42
12989165.0,-0.02,0.11,-0.99,0.18,0.49,0.3,85.37,136.08,-28.66,0.0203,0.5246,0.8501,0.0428,32.1
12989176.0,-0.04,0.11,-1.01,0.18,0.67,0.37,85.37,136.83,-28.06,0.0203,0.5246,0.85,0.0428,31.96
12989188.0,-0.07,0.11,-1.02,0.12,0.98,0.37,85.52,136.98,-27.76,0.0203,0.5246,0.85,0.0429,31.98
12989199.0,-0.06,0.1,-1.02,0.24,1.22,0.3,88.07,136.53,-27.76,0.0203,0.5246,0.85,0.0429,32.82
12989211.0,-0.04,0.1,-1.02,0.06,1.77,0.3,87.62,135.33,-28.66,0.0203,0.5246,0.85,0.0429,32.92
12989222.0,0.01,0.09,-1.0,0.06,2.01,0.37,85.82,136.08,-29.41,0.0203,0.5247,0.85,0.0429,32.24
12989234.0,0.02,0.1,-0.97,0.06,2.01,0.55,87.32,136.23,-29.56,0.0203,0.5247,0.85,0.0429,32.66
12989245.0,0.03,0.1,-0.95,0.0,1.59,0.43,85.97,137.73,-29.26,0.0204,0.5247,0.85,0.0429,31.97
12989257.0,0.01,0.11,-0.97,0.06,1.16,0.37,85.52,137.28,-29.56,0.0204,0.5247,0.8499,0.0429,31.92
12989268.0,-0.02,0.11,-0.98,0.18,0.67,0.37,86.12,137.88,-28.36,0.0204,0.5248,0.8499,0.0429,31.99
12989279.0,-0.05,0.1,-1.0,0.12,0.55,0.24,87.32,136.53,-29.26,0.0203,0.5248,0.8499,0.0429,32.6
12989291.0,-0.06,0.1,-1.01,0.18,0.79,0.37,84.32,136.38,-28.51,0.0203,0.5248,0.8499,0.0429,31.73
12989302.0,-0.07,0.09,-1.0,0.18,1.16,0.3,86.27,137.28,-27.76,0.0202,0.5248,0.8499,0.0429,32.15
12989314.0,-0.05,0.11,-1.02,0.18,1.65,0.3,86.12,137.43,-28.66,0.0203,0.5248,0.8499,0.0429,32.07
12989325.0,0.0,0.08,-0.99,0.12,1.89,0.49,85.07,136.08,-28.36,0.0203,0.5249,0.8499,0.0429,32.01
12989337.0,0.02,0.1,-0.99,0.12,2.01,0.43,86.12,136.83,-29.71,0.0203,0.5249,0.8498,0.0429,32.19
12989348.0,0.04,0.1,-0.97,0.06,1.65,0.43,86.72,136.53,-27.46,0.0203,0.5249,0.8498,0.0429,32.42
12989360.0,0.0,0.11,-0.95,0.0,1.16,0.37,85.52,137.73,-28.51,0.0203,0.5249,0.8498,0.0429,31.84
12989371.0,-0.02,0.1,-0.98,0.0,0.85,0.3,85.37,136.83,-28.66,0.0203,0.5249,0.8498,0.0429,31.96
12989382.0,-0.05,0.1,-1.0,0.06,0.49,0.24,85.07,137.43,-27.01,0.0203,0.525,0.8498,0.0429,31.76
12989394.0,-0.07,0.1,-1.01,0.3,0.73,0.3,86.42,136.08,-28.36,0.0203,0.525,0.8498,0.0429,32.42
12989405.0,-0.06,0.08,-1.0,0.12,1.04,0.3,86.87,136.08,-29.71,0.0203,0.525,0.8498,0.0429,32.55
12989416.0,-0.05,0.1,-1.03,0.12,1.52,0.37,86.42,136.08,-28.06,0.0203,0.525,0.8498,0.0429,32.42
12989428.0,0.0,0.08,-1.02,0.18,2.01,0.49,85.82,136.08,-29.11,0.0203,0.5251,0.8497,0.0429,32.24
12989439.0,0.01,0.09,-1.0,0.06,2.07,0.49,84.92,136.53,-28.51,0.0203,0.5251,0.8497,0.0429,31.88
12989451.0,0.03,0.1,-0.98,0.0,1.71,0.49,86.27,136.23,-29.26,0.0203,0.5251,0.8497,0.0429,32.34
12989462.0,0.01,0.11,-0.96,0.12,1.22,0.3,87.62,136.83,-28.66,0.0203,0.5251,0.8497,0.0428,32.63
12989474.0,-0.02,0.11,-0.98,0.06,0.85,0.3,87.17,136.08,-27.61,0.0203,0.5251,0.8497,0.0428,32.64
12989485.0,-0.04,0.1,-1.0,0.12,0.55,0.37,86.87,136.08,-29.41,0.0203,0.5252,0.8497,0.0428,32.55
12989496.0,-0.07,0.1,-1.01,0.12,0.67,0.24,86.42,136.38,-28.36,0.0203,0.5252,0.8497,0.0428,32.36
12989508.0,-0.07,0.1,-1.01,0.12,1.04,0.43,85.52,136.53,-29.86,0.0203,0.5252,0.8496,0.0428,32.06
12989519.0,-0.06,0.1,-1.01,0.12,1.4,0.37,87.17,136.38,-27.31,0.0203,0.5252,0.8496,0.0429,32.59
12989531.0,-0.03,0.1,-1.03,0.12,1.89,0.43,87.62,136.38,-27.61,0.0203,0.5253,0.8496,0.0428,32.72
12989542.0,0.0,0.1,-0.99,0.0,2.07,0.49,84.62,138.48,-28.66,0.0203,0.5253,0.8496,0.0428,31.43
12989554.0,0.02,0.09,-1.0,0.12,1.77,0.43,85.97,135.93,-29.26,0.0204,0.5253,0.8496,0.0428,32.31
12989565.0,0.02,0.1,-0.96,0.0,1.46,0.3,87.17,136.83,-28.66,0.0204,0.5253,0.8496,0.0428,32.5
12989576.0,-0.0,0.11,-0.98,0.18,1.04,0.43,86.42,137.13,-29.71,0.0204,0.5253,0.8496,0.0428,32.22
12989588.0,-0.03,0.1,-0.99,0.12,0.67,0.3,86.42,135.03,-27.61,0.0204,0.5254,0.8496,0.0428,32.62
12989599.0,-0.05,0.09,-1.01,0.24,0.67,0.12,85.97,135.93,-27.46,0.0203,0.5254,0.8495,0.0428,32.31
12989611.0,-0.07,0.1,-1.02,0.24,0.79,0.37,86.27,136.23,-27.76,0.0203,0.5254,0.8495,0.0428,32.34
12989622.0,-0.06,0.1,-1.02,0.24,1.34,0.43,87.02,138.03,-28.81,0.0203,0.5254,0.8495,0.0428,32.23
12989634.0,-0.04,0.1,-1.02,0.12,1.83,0.37,85.37,136.83,-28.66,0.0203,0.5254,0.8495,0.0428,31.96
12989645.0,-0.0,0.09,-1.01,0.18,2.07,0.43,86.12,137.43,-29.11,0.0203,0.5255,0.8495,0.0428,32.07
12989657.0,0.02,0.1,-0.99,0.0,2.01,0.3,87.02,137.73,-27.76,0.0203,0.5255,0.8495,0.0428,32.29
12989668.0,0.03,0.11,-0.97,0.0,1.59,0.43,87.02,138.03,-28.81,0.0203,0.5255,0.8495,0.0428,32.23
12989679.0,0.01,0.11,-0.97,0.0,1.1,0.37,86.12,137.43,-28.36,0.0204,0.5255,0.8495,0.0428,32.07
12989690.0,-0.02,0.1,-0.99,0.12,0.73,0.24,86.42,136.08,-29.71,0.0203,0.5255,0.8494,0.0429,32.42
12989703.0,-0.06,0.1,-0.99,0.12,0.67,0.37,87.77,136.53,-27.76,0.0203,0.5256,0.8494,0.0429,32.74
12989714.0,-0.07,0.1,-1.0,0.12,0.85,0.24,86.42,137.13,-28.06,0.0202,0.5256,0.8494,0.0429,32.22
12989726.0,-0.07,0.1,-1.0,0.24,1.34,0.49,85.07,137.43,-29.41,0.0202,0.5256,0.8494,0.043,31.76
12989738.0,-0.04,0.11,-1.03,0.12,1.77,0.37,85.82,137.88,-28.36,0.0203,0.5256,0.8494,0.043,31.9
12989750.0,0.01,0.09,-0.99,0.12,2.01,0.49,87.02,135.93,-27.46,0.0203,0.5257,0.8494,0.043,32.63
12989762.0,0.03,0.08,-0.98,0.06,1.89,0.43,87.92,136.83,-28.66,0.0203,0.5257,0.8494,0.043,32.72
12989774.0,0.05,0.1,-0.97,0.06,1.59,0.3,87.32,136.23,-26.86,0.0203,0.5257,0.8493,0.0429,32.66
12989786.0,0.02,0.1,-0.98,0.0,1.16,0.37,87.32,136.98,-27.76,0.0203,0.5257,0.8493,0.043,32.52
12989798.0,-0.01,0.1,-0.98,0.12,0.79,0.37,85.52,136.23,-28.81,0.0202,0.5257,0.8493,0.043,32.12
12989810.0,-0.05,0.1,-0.99,0.06,0.67,0.37,88.22,137.43,-29.11,0.0202,0.5258,0.8493,0.043,32.7
12989822.0,-0.07,0.1,-1.0,0.3,0.79,0.37,85.82,137.13,-29.41,0.0202,0.5258,0.8493,0.043,32.04
12989834.0,-0.06,0.1,-0.99,0.06,1.22,0.3,84.47,136.53,-28.81,0.0202,0.5258,0.8493,0.043,31.74
12989846.0,-0.05,0.1,-1.02,0.18,1.59,0.49,87.92,137.88,-28.36,0.0202,0.5258,0.8492,0.0431,32.52
12989858.0,0.01,0.09,-1.0,0.12,2.01,0.37,86.87,137.43,-27.61,0.0203,0.5259,0.8492,0.0431,32.3
12989870.0,0.01,0.09,-0.99,0.0,2.01,0.43,85.37,135.33,-27.31,0.0202,0.5259,0.8492,0.0431,32.24
12989882.0,0.03,0.09,-0.97,0.0,1.65,0.37,86.12,137.43,-28.06,0.0203,0.5259,0.8492,0.043,32.07
12989894.0,0.01,0.1,-0.97,0.06,1.34,0.37,86.27,136.23,-28.21,0.0202,0.5259,0.8492,0.043,32.34
12989906.0,-0.01,0.09,-0.98,0.12,0.91,0.43,85.52,136.53,-28.81,0.0202,0.5259,0.8492,0.043,32.06
12989918.0,-0.05,0.1,-0.99,0.18,0.67,0.3,86.42,136.38,-29.11,0.0202,0.526,0.8492,0.043,32.36
12989930.0,-0.08,0.11,-1.01,0.18,0.73,0.24,86.87,135.33,-28.66,0.0201,0.526,0.8492,0.043,32.7
12989941.0,-0.06,0.09,-0.99,0.18,1.1,0.43,85.82,137.13,-28.36,0.0201,0.526,0.8491,0.043,32.04
12989953.0,-0.05,0.1,-1.02,0.12,1.46,0.3,86.72,136.53,-27.76,0.0201,0.526,0.8491,0.043,32.42
12989965.0,-0.01,0.08,-1.01,0.18,2.01,0.37,86.12,136.38,-28.06,0.0202,0.5261,0.8491,0.043,32.27
12989977.0,0.01,0.09,-1.01,0.12,2.07,0.49,87.02,138.33,-28.21,0.0202,0.5261,0.8491,0.043,32.17
12989989.0,0.02,0.11,-0.98,0.0,1.83,0.43,86.87,137.88,-28.66,0.0202,0.5261,0.8491,0.0429,32.21
12990001.0,0.01,0.11,-0.98,0.0,1.34,0.37,85.82,136.83,-28.66,0.0202,0.5261,0.8491,0.0429,32.1
12990013.0,-0.02,0.11,-0.98,0.06,0.91,0.24,85.22,136.23,-29.56,0.0202,0.5261,0.8491,0.0429,32.03
12990025.0,-0.04,0.1,-1.0,0.24,0.67,0.24,86.87,135.63,-28.06,0.0202,0.5262,0.8491,0.0429,32.64
12990037.0,-0.08,0.11,-1.01,0.24,0.67,0.43,85.22,136.98,-28.81,0.0202,0.5262,0.849,0.0429,31.89
12990049.0,-0.07,0.1,-1.01,0.18,0.91,0.3,87.02,136.98,-28.21,0.0202,0.5262,0.849,0.0429,32.43
12990061.0,-0.06,0.09,-1.01,0.12,1.59,0.37,87.02,136.53,-28.21,0.0202,0.5262,0.849,0.0429,32.51
12990073.0,-0.02,0.1,-1.01,0.12,1.89,0.24,86.87,137.88,-28.36,0.0203,0.5262,0.849,0.0429,32.21
12990085.0,-0.0,0.1,-0.99,0.06,2.07,0.37,86.27,136.98,-28.51,0.0203,0.5263,0.849,0.0429,32.2
12990097.0,0.02,0.1,-0.98,0.06,2.01,0.3,87.92,137.43,-28.06,0.0203,0.5263,0.849,0.0429,32.61
12990109.0,0.02,0.1,-0.97,0.06,1.4,0.37,86.42,136.38,-28.66,0.0204,0.5263,0.849,0.0429,32.36
12990121.0,-0.0,0.11,-0.98,0.06,0.98,0.3,86.27,136.23,-27.76,0.0204,0.5263,0.849,0.0429,32.34
12990133.0,-0.02,0.11,-0.99,0.0,0.67,0.24,85.37,136.83,-27.61,0.0204,0.5263,0.849,0.0429,31.96
12990145.0,-0.05,0.11,-1.01,0.18,0.67,0.37,86.72,136.23,-27.16,0.0204,0.5264,0.8489,0.0429,32.48
12990157.0,-0.07,0.1,-1.02,0.18,0.91,0.3,85.22,136.53,-28.51,0.0203,0.5264,0.8489,0.0429,31.97
12990169.0,-0.06,0.1,-1.02,0.24,1.34,0.43,86.72,136.53,-28.21,0.0204,0.5264,0.8489,0.043,32.42
12990181.0,-0.03,0.09,-1.02,0.18,1.77,0.49,84.92,135.48,-28.81,0.0204,0.5264,0.8489,0.043,32.08
12990192.0,0.02,0.09,-1.0,0.12,2.01,0.49,86.42,137.13,-28.36,0.0204,0.5264,0.8489,0.0429,32.22
12990204.0,0.02,0.1,-0.99,0.06,2.01,0.43,85.97,137.73,-29.26,0.0204,0.5265,0.8489,0.0429,31.97
12990216.0,0.03,0.1,-0.97,0.06,1.52,0.37,86.27,137.73,-28.21,0.0204,0.5265,0.8489,0.0429,32.06
12990228.0,0.01,0.1,-0.97,0.06,1.1,0.3,86.42,136.38,-27.01,0.0204,0.5265,0.8488,0.0429,32.36
12990240.0,-0.01,0.11,-0.98,0.18,0.73,0.24,85.22,136.53,-29.26,0.0203,0.5265,0.8488,0.0429,31.97
12990252.0,-0.05,0.1,-0.98,0.12,0.67,0.24,85.97,136.53,-28.51,0.0203,0.5265,0.8488,0.043,32.2
12990264.0,-0.06,0.11,-1.01,0.12,0.79,0.24,85.07,136.38,-26.56,0.0203,0.5266,0.8488,0.043,31.95
12990276.0,-0.06,0.1,-1.01,0.24,1.34,0.43,87.32,135.93,-27.46,0.0203,0.5266,0.8488,0.0431,32.72
12990288.0,-0.04,0.09,-1.02,0.12,1.65,0.43,85.82,136.38,-27.61,0.0203,0.5266,0.8488,0.0431,32.18
12990300.0,0.01,0.09,-0.98,0.12,2.01,0.49,86.27,135.48,-29.86,0.0203,0.5266,0.8488,0.043,32.49
12990312.0,0.02,0.11,-0.97,0.12,2.01,0.37,86.87,135.48,-27.76,0.0203,0.5267,0.8487,0.0431,32.67
12990324.0,0.04,0.11,-0.97,0.0,1.52,0.37,87.77,138.03,-27.46,0.0203,0.5267,0.8487,0.0431,32.45
12990336.0,0.01,0.1,-0.98,0.12,1.22,0.3,87.02,136.98,-27.76,0.0203,0.5267,0.8487,0.0431,32.43
12990348.0,-0.01,0.09,-0.99,0.12,0.73,0.37,86.72,135.93,-28.81,0.0204,0.5267,0.8487,0.0431,32.54
12990360.0,-0.06,0.1,-0.98,0.12,0.67,0.37,86.42,136.38,-29.41,0.0203,0.5267,0.8487,0.0431,32.36
12990372.0,-0.07,0.1,-1.01,0.24,0.79,0.37,85.82,136.08,-29.41,0.0203,0.5268,0.8487,0.0431,32.24
12990384.0,-0.07,0.1,-0.99,0.24,1.16,0.3,85.52,135.48,-27.76,0.0203,0.5268,0.8487,0.0431,32.26
12990396.0,-0.06,0.1,-1.02,0.3,1.59,0.37,86.27,135.93,-28.81,0.0203,0.5268,0.8487,0.0431,32.4
12990408.0,0.0,0.09,-1.0,0.12,2.01,0.43,85.37,137.43,-29.41,0.0203,0.5268,0.8486,0.0431,31.85
12990420.0,0.02,0.09,-0.98,0.18,2.01,0.55,87.32,136.98,-28.51,0.0203,0.5268,0.8486,0.0431,32.52
12990432.0,0.03,0.11,-0.98,0.0,1.71,0.37,86.27,136.23,-27.76,0.0204,0.5269,0.8486,0.0431,32.34
12990443.0,0.0,0.1,-0.97,0.06,1.34,0.43,86.12,136.83,-29.11,0.0203,0.5269,0.8486,0.0431,32.19
12990455.0,-0.01,0.1,-0.98,0.06,0.79,0.43,85.82,136.83,-28.36,0.0203,0.5269,0.8486,0.0431,32.1
12990467.0,-0.04,0.1,-0.99,0.18,0.55,0.24,86.87,135.63,-28.36,0.0203,0.5269,0.8486,0.0431,32.64
12990479.0,-0.06,0.1,-1.0,0.24,0.79,0.18,84.92,136.23,-29.26,0.0202,0.527,0.8486,0.0432,31.94
12990491.0,-0.06,0.09,-1.01,0.3,1.1,0.37,87.32,136.23,-28.81,0.0202,0.527,0.8485,0.0432,32.66
12990503.0,-0.05,0.09,-1.01,0.12,1.52,0.37,86.42,136.83,-28.06,0.0202,0.527,0.8485,0.0432,32.28
12990515.0,-0.01,0.1,-1.02,0.12,1.89,0.37,87.32,136.98,-28.81,0.0202,0.527,0.8485,0.0431,32.52
12990527.0,0.03,0.09,-1.0,0.06,2.07,0.37,87.77,135.93,-28.81,0.0203,0.527,0.8485,0.0431,32.85
12990539.0,0.02,0.1,-0.99,0.0,1.77,0.3,85.97,136.23,-28.51,0.0203,0.5271,0.8485,0.0431,32.25
12990551.0,0.01,0.1,-0.97,0.06,1.34,0.3,86.87,136.38,-28.36,0.0203,0.5271,0.8485,0.0431,32.5
12990563.0,-0.01,0.1,-0.98,0.18,0.85,0.37,85.82,138.93,-28.06,0.0203,0.5271,0.8485,0.0431,31.7
12990575.0,-0.04,0.1,-1.01,0.12,0.55,0.24,86.27,136.98,-27.46,0.0203,0.5271,0.8485,0.043,32.2
12990587.0,-0.06,0.1,-1.0,0.24,0.67,0.24,85.07,137.43,-28.06,0.0202,0.5271,0.8484,0.043,31.76
12990599.0,-0.06,0.09,-1.02,0.12,1.04,0.43,86.27,136.53,-28.51,0.0202,0.5272,0.8484,0.043,32.29
12990611.0,-0.05,0.09,-1.02,0.18,1.46,0.18,86.87,138.18,-28.36,0.0202,0.5272,0.8484,0.043,32.16
12990623.0,-0.02,0.09,-1.03,0.18,1.83,0.49,85.82,136.08,-28.06,0.0203,0.5272,0.8484,0.043,32.24
